"id","con_id","symbol","market","exchange","primary_exchange","currency","country","sector","industry","sub_industry","long_name","is_active","updated_at"
389,804144296,PSKY,US,SMART,NASDAQ,USD,,Communications,Media,Broadcast Serv/Program,PARAMOUNT SKYDANCE CL B,true,2026-06-13 22:32:43.945
390,105669270,PSX,US,SMART,NYSE,USD,,Energy,Oil&Gas,Oil Refining&Marketing,PHILLIPS 66,true,2026-06-13 22:32:43.945
391,121507047,PTC,US,SMART,NASDAQ,USD,,Technology,Software,Applications Software,PTC INC,true,2026-06-13 22:32:43.945
392,6608432,PWR,US,SMART,NYSE,USD,,"Consumer, Non-cyclical",Commercial Services,Commercial Services,QUANTA SERVICES INC,true,2026-06-13 22:32:43.945
393,199169591,PYPL,US,SMART,NASDAQ,USD,,"Consumer, Non-cyclical",Commercial Services,Commercial Serv-Finance,PAYPAL HOLDINGS INC,true,2026-06-13 22:32:43.945
394,824788107,Q,US,SMART,NYSE,USD,,Basic Materials,Chemicals,Chemicals-Specialty,QNITY ELECTRONICS INC,true,2026-06-13 22:32:43.945
395,273544,QCOM,US,SMART,NASDAQ,USD,,Technology,Semiconductors,Semicon Compo-Intg Circu,QUALCOMM INC,true,2026-06-13 22:32:43.945
404,11700,ROL,US,SMART,NYSE,USD,,"Consumer, Non-cyclical",Commercial Services,Building-Maint&Service,ROLLINS INC,true,2026-06-13 22:32:43.945
405,2585629,ROP,US,SMART,NASDAQ,USD,,Technology,Software,Applications Software,ROPER TECHNOLOGIES INC,true,2026-06-13 22:32:43.945
406,273939,ROST,US,SMART,NASDAQ,USD,,"Consumer, Cyclical",Retail,Retail-Apparel/Shoe,ROSS STORES INC,true,2026-06-13 22:32:43.945
407,6478024,RSG,US,SMART,NYSE,USD,,Industrial,Environmental Control,Non-hazardous Waste Disp,REPUBLIC SERVICES INC,true,2026-06-13 22:32:43.945
408,415342104,RTX,US,SMART,NYSE,USD,,Industrial,Aerospace/Defense,Aerospace/Defense,RTX CORP,true,2026-06-13 22:32:43.945
409,6737,RVTY,US,SMART,NYSE,USD,,"Consumer, Non-cyclical",Healthcare-Products,Diagnostic Equipment,REVVITY INC,true,2026-06-13 22:32:43.945
410,47965865,SATS,US,SMART,NASDAQ,USD,,Communications,Media,Cable/Satellite TV,ECHOSTAR CORP-A,true,2026-06-13 22:32:43.945
411,262397910,SBAC,US,SMART,NASDAQ,USD,,Financial,REITS,REITS-Diversified,SBA COMMUNICATIONS CORP,true,2026-06-13 22:32:43.945
412,274105,SBUX,US,SMART,NASDAQ,USD,,"Consumer, Cyclical",Retail,Retail-Restaurants,STARBUCKS CORP,true,2026-06-13 22:32:43.945
413,11905,SCHW,US,SMART,NYSE,USD,,Financial,Diversified Finan Serv,Finance-Invest Bnkr/Brkr,SCHWAB (CHARLES) CORP,true,2026-06-13 22:32:43.945
414,195014116,SHOP,US,SMART,NASDAQ,USD,,Communications,Internet,Internet Applic Sftwr,SHOPIFY INC - CLASS A,true,2026-06-13 22:32:43.945
415,12120,SHW,US,SMART,NYSE,USD,,Basic Materials,Chemicals,Coatings/Paint,SHERWIN-WILLIAMS CO/THE,true,2026-06-13 22:32:43.945
416,15130038,SJM,US,SMART,NYSE,USD,,"Consumer, Non-cyclical",Food,Food-Confectionery,JM SMUCKER CO/THE,true,2026-06-13 22:32:43.945
417,12200,SLB,US,SMART,NYSE,USD,,Energy,Oil&Gas Services,Oil-Field Services,SLB LTD,true,2026-06-13 22:32:43.945
418,731466419,SMCI,US,SMART,NASDAQ,USD,,Technology,Computers,Computers-Integrated Sys,SUPER MICRO COMPUTER INC,true,2026-06-13 22:32:43.945
419,12259,SNA,US,SMART,NYSE,USD,,Industrial,Hand/Machine Tools,Tools-Hand Held,SNAP-ON INC,true,2026-06-13 22:32:43.945
420,760250490,SNDK,US,SMART,NASDAQ,USD,,Technology,Computers,Computers-Memory Devices,SANDISK CORP,true,2026-06-13 22:32:43.945
421,274499,SNPS,US,SMART,NASDAQ,USD,,Technology,Software,Computer Aided Design,SYNOPSYS INC,true,2026-06-13 22:32:43.945
422,12300,SO,US,SMART,NYSE,USD,,Utilities,Electric,Electric-Integrated,SOUTHERN CO/THE,true,2026-06-13 22:32:43.945
423,691984360,SOLV,US,SMART,NYSE,USD,,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,SOLVENTUM CORP,true,2026-06-13 22:32:43.945
424,2009113,SPG,US,SMART,NYSE,USD,,Financial,REITS,REITS-Regional Malls,SIMON PROPERTY GROUP INC,true,2026-06-13 22:32:43.945
425,229629397,SPGI,US,SMART,NYSE,USD,,"Consumer, Non-cyclical",Commercial Services,Commercial Serv-Finance,S&P GLOBAL INC,true,2026-06-13 22:32:43.945
427,11020,SRE,US,SMART,NYSE,USD,,Utilities,Electric,Electric-Distribution,SEMPRA,true,2026-06-13 22:32:43.945
428,358060563,STE,US,SMART,NYSE,USD,,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,STERIS PLC,true,2026-06-13 22:32:43.945
429,6478095,STLD,US,SMART,NASDAQ,USD,,Basic Materials,Iron/Steel,Steel-Producers,STEEL DYNAMICS INC,true,2026-06-13 22:32:43.945
430,2730980,STT,US,SMART,NYSE,USD,,Financial,Banks,Fiduciary Banks,STATE STREET CORP,true,2026-06-13 22:32:43.945
431,491932113,STX,US,SMART,NASDAQ,USD,,Technology,Computers,Computers-Memory Devices,SEAGATE TECHNOLOGY HOLDINGS,true,2026-06-13 22:32:43.945
432,276066,STZ,US,SMART,NYSE,USD,,"Consumer, Non-cyclical",Beverages,Brewery,CONSTELLATION BRANDS INC-A,true,2026-06-13 22:32:43.945
433,713434903,SW,US,SMART,NYSE,USD,,Industrial,Packaging&Containers,Containers-Paper/Plastic,SMURFIT WESTROCK PLC,true,2026-06-13 22:32:43.945
434,73354293,SWK,US,SMART,NYSE,USD,,Industrial,Hand/Machine Tools,Tools-Hand Held,STANLEY BLACK & DECKER INC,true,2026-06-13 22:32:43.945
435,4726021,SWKS,US,SMART,NASDAQ,USD,,Technology,Semiconductors,Electronic Compo-Semicon,SKYWORKS SOLUTIONS INC,true,2026-06-13 22:32:43.945
436,162231797,SYF,US,SMART,NYSE,USD,,Financial,Diversified Finan Serv,Finance-Credit Card,SYNCHRONY FINANCIAL,true,2026-06-13 22:32:43.945
437,4430948,SYK,US,SMART,NYSE,USD,,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,STRYKER CORP,true,2026-06-13 22:32:43.945
438,12581,SYY,US,SMART,NYSE,USD,,"Consumer, Non-cyclical",Food,Food-Wholesale/Distrib,SYSCO CORP,true,2026-06-13 22:32:43.945
439,37018770,T,US,SMART,NYSE,USD,,Communications,Telecommunications,Telephone-Integrated,AT&T INC,true,2026-06-13 22:32:43.945
440,33191300,TAP,US,SMART,NYSE,USD,,"Consumer, Non-cyclical",Beverages,Brewery,MOLSON COORS BEVERAGE CO - B,true,2026-06-13 22:32:43.945
441,38285434,TDG,US,SMART,NYSE,USD,,Industrial,Aerospace/Defense,Aerospace/Defense-Equip,TRANSDIGM GROUP INC,true,2026-06-13 22:32:43.945
442,6340773,TDY,US,SMART,NYSE,USD,,Industrial,Miscellaneous Manufactur,Miscellaneous Manufactur,TELEDYNE TECHNOLOGIES INC,true,2026-06-13 22:32:43.945
443,172729810,TECH,US,SMART,NASDAQ,USD,,"Consumer, Non-cyclical",Healthcare-Products,Medical Instruments,BIO-TECHNE CORP,true,2026-06-13 22:32:43.945
444,731466408,TEL,US,SMART,NYSE,USD,,Industrial,Electronics,Electronic Compo-Misc,TE CONNECTIVITY PLC,true,2026-06-13 22:32:43.945
445,12729,TER,US,SMART,NASDAQ,USD,,Technology,Semiconductors,Semiconductor Equipment,TERADYNE INC,true,2026-06-13 22:32:43.945
446,393460310,TFC,US,SMART,NYSE,USD,,Financial,Banks,Commer Banks-Southern US,TRUIST FINANCIAL CORP,true,2026-06-13 22:32:43.945
447,6437,TGT,US,SMART,NYSE,USD,,"Consumer, Cyclical",Retail,Retail-Discount,TARGET CORP,true,2026-06-13 22:32:43.945
448,12814,TJX,US,SMART,NYSE,USD,,"Consumer, Cyclical",Retail,Retail-Major Dept Store,TJX COMPANIES INC,true,2026-06-13 22:32:43.945
449,652841542,TKO,US,SMART,NYSE,USD,,"Consumer, Cyclical",Entertainment,Professional Sports,TKO GROUP HOLDINGS INC,true,2026-06-13 22:32:43.945
450,12869,TMO,US,SMART,NYSE,USD,,"Consumer, Non-cyclical",Healthcare-Products,Diagnostic Equipment,THERMO FISHER SCIENTIFIC INC,true,2026-06-13 22:32:43.945
451,125980227,TMUS,US,SMART,NASDAQ,USD,,Communications,Telecommunications,Cellular Telecom,T-MOBILE US INC,true,2026-06-13 22:32:43.945
452,463654490,TPL,US,SMART,NYSE,USD,,Energy,Oil&Gas,Oil-US Royalty Trusts,TEXAS PACIFIC LAND CORP,true,2026-06-13 22:32:43.945
453,292491487,TPR,US,SMART,NYSE,USD,,"Consumer, Cyclical",Apparel,Apparel Manufacturers,TAPESTRY INC,true,2026-06-13 22:32:43.945
454,81671838,TRGP,US,SMART,NYSE,USD,,Energy,Pipelines,Pipelines,TARGA RESOURCES CORP,true,2026-06-13 22:32:43.945
455,879574622,TRI,US,SMART,NASDAQ,USD,,Communications,Media,Multimedia,THOMSON REUTERS CORP,true,2026-06-13 22:32:43.945
456,275294,TRMB,US,SMART,NASDAQ,USD,,Industrial,Electronics,Electronic Measur Instr,TRIMBLE INC,true,2026-06-13 22:32:43.945
457,275321,TROW,US,SMART,NASDAQ,USD,,Financial,Diversified Finan Serv,Invest Mgmnt/Advis Serv,T ROWE PRICE GROUP INC,true,2026-06-13 22:32:43.945
458,43150617,TRV,US,SMART,NYSE,USD,,Financial,Insurance,Property/Casualty Ins,TRAVELERS COS INC/THE,true,2026-06-13 22:32:43.945
459,6858322,TSCO,US,SMART,NASDAQ,USD,,"Consumer, Cyclical",Retail,Retail-Gardening Prod,TRACTOR SUPPLY COMPANY,true,2026-06-13 22:32:43.945
460,76792991,TSLA,US,SMART,NASDAQ,USD,,"Consumer, Cyclical",Auto Manufacturers,Auto-Cars/Light Trucks,TESLA INC,true,2026-06-13 22:32:43.945
461,275405,TSN,US,SMART,NYSE,USD,,"Consumer, Non-cyclical",Food,Food-Meat Products,TYSON FOODS INC-CL A,true,2026-06-13 22:32:43.945
462,406709270,TT,US,SMART,NYSE,USD,,Industrial,Building Materials,Bldg Prod-Air&Heating,TRANE TECHNOLOGIES PLC,true,2026-06-13 22:32:43.945
463,248755440,TTD,US,SMART,NASDAQ,USD,,Communications,Advertising,Advertising Services,TRADE DESK INC/THE -CLASS A,true,2026-06-13 22:32:43.945
464,6478131,TTWO,US,SMART,NASDAQ,USD,,Technology,Software,Entertainment Software,TAKE-TWO INTERACTIVE SOFTWRE,true,2026-06-13 22:32:43.945
465,13096,TXN,US,SMART,NASDAQ,USD,,Technology,Semiconductors,Electronic Compo-Semicon,TEXAS INSTRUMENTS INC,true,2026-06-13 22:32:43.945
466,13101,TXT,US,SMART,NYSE,USD,,Industrial,Miscellaneous Manufactur,Diversified Manufact Op,TEXTRON INC,true,2026-06-13 22:32:43.945
493,1448494,WAT,US,SMART,NYSE,USD,,"Consumer, Non-cyclical",Healthcare-Products,Diagnostic Equipment,WATERS CORP,true,2026-06-13 22:32:43.945
494,554208351,WBD,US,SMART,NASDAQ,USD,,Communications,Media,Broadcast Serv/Program,WARNER BROS DISCOVERY INC,true,2026-06-13 22:32:43.945
495,115324104,WDAY,US,SMART,NASDAQ,USD,,Technology,Software,Enterprise Software/Serv,WORKDAY INC-CLASS A,true,2026-06-13 22:32:43.945
496,13681,WDC,US,SMART,NASDAQ,USD,,Technology,Computers,Computers-Memory Devices,WESTERN DIGITAL CORP,true,2026-06-13 22:32:43.945
497,198560237,WEC,US,SMART,NYSE,USD,,Utilities,Electric,Electric-Integrated,WEC ENERGY GROUP INC,true,2026-06-13 22:32:43.945
499,10375,WFC,US,SMART,NYSE,USD,,Financial,Banks,Super-Regional Banks-US,WELLS FARGO & CO,true,2026-06-13 22:32:43.945
500,13379,WM,US,SMART,NYSE,USD,,Industrial,Environmental Control,Non-hazardous Waste Disp,WASTE MANAGEMENT INC,true,2026-06-13 22:32:43.945
501,13805,WMB,US,SMART,NYSE,USD,,Energy,Pipelines,Pipelines,WILLIAMS COS INC,true,2026-06-13 22:32:43.945
502,13824,WMT,US,SMART,NASDAQ,USD,,"Consumer, Cyclical",Retail,Retail-Discount,WALMART INC,true,2026-06-13 22:32:43.945
503,266822,WRB,US,SMART,NYSE,USD,,Financial,Insurance,Property/Casualty Ins,WR BERKLEY CORP,true,2026-06-13 22:32:43.945
504,5019164,WSM,US,SMART,NYSE,USD,,"Consumer, Cyclical",Retail,Retail-Home Furnishings,WILLIAMS-SONOMA INC,true,2026-06-13 22:32:43.945
505,13909,WST,US,SMART,NYSE,USD,,"Consumer, Non-cyclical",Healthcare-Products,Medical Products,WEST PHARMACEUTICAL SERVICES,true,2026-06-13 22:32:43.945
506,217947855,WTW,US,SMART,NASDAQ,USD,,Financial,Insurance,Insurance Brokers,WILLIS TOWERS WATSON PLC,true,2026-06-13 22:32:43.945
507,13949,WY,US,SMART,NYSE,USD,,Financial,REITS,REITS-Diversified,WEYERHAEUSER CO,true,2026-06-13 22:32:43.945
508,16454492,WYNN,US,SMART,NASDAQ,USD,,"Consumer, Cyclical",Lodging,Casino Hotels,WYNN RESORTS LTD,true,2026-06-13 22:32:43.945
509,10517,XEL,US,SMART,NASDAQ,USD,,Utilities,Electric,Electric-Integrated,XCEL ENERGY INC,true,2026-06-13 22:32:43.945
510,13977,XOM,US,SMART,NYSE,USD,,Energy,Oil&Gas,Oil Comp-Integrated,EXXON MOBIL CORP,true,2026-06-13 22:32:43.945
511,95703740,XYL,US,SMART,NYSE,USD,,Industrial,Machinery-Diversified,Machinery-Pumps,XYLEM INC,true,2026-06-13 22:32:43.945
512,212671971,XYZ,US,SMART,NYSE,USD,,"Consumer, Non-cyclical",Commercial Services,Commercial Serv-Finance,BLOCK INC,true,2026-06-13 22:32:43.945
467,13116,TYL,US,SMART,NYSE,USD,,Technology,Software,Enterprise Software/Serv,TYLER TECHNOLOGIES INC,true,2026-06-13 22:32:43.945
468,79498203,UAL,US,SMART,NASDAQ,USD,,"Consumer, Cyclical",Airlines,Airlines,UNITED AIRLINES HOLDINGS INC,true,2026-06-13 22:32:43.945
469,365207014,UBER,US,SMART,NYSE,USD,,Communications,Internet,E-Commerce/Services,UBER TECHNOLOGIES INC,true,2026-06-13 22:32:43.945
470,43274444,UDR,US,SMART,NYSE,USD,,Financial,REITS,REITS-Apartments,UDR INC,true,2026-06-13 22:32:43.945
471,13206,UHS,US,SMART,NYSE,USD,,"Consumer, Non-cyclical",Healthcare-Services,Medical-Hospitals,UNIVERSAL HEALTH SERVICES-B,true,2026-06-13 22:32:43.945
472,46970422,ULTA,US,SMART,NASDAQ,USD,,"Consumer, Cyclical",Retail,Retail-Perfume&Cosmetics,ULTA BEAUTY INC,true,2026-06-13 22:32:43.945
473,13272,UNH,US,SMART,NYSE,USD,,"Consumer, Non-cyclical",Healthcare-Services,Medical-HMO,UNITEDHEALTH GROUP INC,true,2026-06-13 22:32:43.945
474,13284,UNP,US,SMART,NYSE,USD,,Industrial,Transportation,Transport-Rail,UNION PACIFIC CORP,true,2026-06-13 22:32:43.945
475,6231002,UPS,US,SMART,NYSE,USD,,Industrial,Transportation,Transport-Services,UNITED PARCEL SERVICE-CL B,true,2026-06-13 22:32:43.945
476,3629755,URI,US,SMART,NYSE,USD,,"Consumer, Non-cyclical",Commercial Services,Rental Auto/Equipment,UNITED RENTALS INC,true,2026-06-13 22:32:43.945
477,11669769,USB,US,SMART,NYSE,USD,,Financial,Banks,Super-Regional Banks-US,US BANCORP,true,2026-06-13 22:32:43.945
478,49462172,V,US,SMART,NYSE,USD,,Financial,Diversified Finan Serv,Finance-Credit Card,VISA INC-CLASS A SHARES,true,2026-06-13 22:32:43.945
479,136254493,VEEV,US,SMART,NYSE,USD,,Technology,Software,Enterprise Software/Serv,VEEVA SYSTEMS INC-CLASS A,true,2026-06-13 22:32:43.945
480,292080616,VICI,US,SMART,NYSE,USD,,Financial,REITS,REITS-Diversified,VICI PROPERTIES INC,true,2026-06-13 22:32:43.945
481,13497,VLO,US,SMART,NYSE,USD,,Energy,Oil&Gas,Oil Refining&Marketing,VALERO ENERGY CORP,true,2026-06-13 22:32:43.945
482,655276622,VLTO,US,SMART,NYSE,USD,,Industrial,Environmental Control,Water Treatment Systems,VERALTO CORP,true,2026-06-13 22:32:43.945
483,13515,VMC,US,SMART,NYSE,USD,,Industrial,Building Materials,Bldg Prod-Cement/Aggreg,VULCAN MATERIALS CO,true,2026-06-13 22:32:43.945
484,69293559,VRSK,US,SMART,NASDAQ,USD,,"Consumer, Non-cyclical",Commercial Services,Consulting Services,VERISK ANALYTICS INC,true,2026-06-13 22:32:43.945
485,4173050,VRSN,US,SMART,NASDAQ,USD,,Communications,Internet,Web Hosting/Design,VERISIGN INC,true,2026-06-13 22:32:43.945
486,402783527,VRT,US,SMART,NYSE,USD,,Industrial,Machinery-Constr&Mining,Machinery-Electric Util,VERTIV HOLDINGS CO-A,true,2026-06-13 22:32:43.945
487,275850,VRTX,US,SMART,NASDAQ,USD,,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene,VERTEX PHARMACEUTICALS INC,true,2026-06-13 22:32:43.945
488,254457731,VST,US,SMART,NYSE,USD,,Utilities,Electric,Independ Power Producer,VISTRA CORP,true,2026-06-13 22:32:43.945
489,4044062,VTR,US,SMART,NYSE,USD,,Financial,REITS,REITS-Health Care,VENTAS INC.,true,2026-06-13 22:32:43.945
490,454859695,VTRS,US,SMART,NASDAQ,USD,,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Generic Drugs,VIATRIS INC,true,2026-06-13 22:32:43.945
491,4901,VZ,US,SMART,NYSE,USD,,Communications,Telecommunications,Telephone-Integrated,VERIZON COMMUNICATIONS INC,true,2026-06-13 22:32:43.945
492,661633,WAB,US,SMART,NYSE,USD,,Industrial,Machinery-Diversified,Machinery-General Indust,WABTEC CORP,true,2026-06-13 22:32:43.945
498,207739931,WELL,US,SMART,NYSE,USD,,Financial,REITS,REITS-Health Care,WELLTOWER INC,true,2026-06-13 22:32:43.945
513,3206042,YUM,US,SMART,NYSE,USD,,"Consumer, Cyclical",Retail,Retail-Restaurants,YUM! BRANDS INC,true,2026-06-13 22:32:43.945
